62422677,Monday's Not Coming: A Psychological Thriller by the Author of Allegedly,{Tiffany D. Jackson},"Monday Charles is missing, and only Claudia seems to notice. Claudia and Monday have always been inseparable—more sisters than friends. So when Monday doesn’t turn up for the first day of school, Claudia’s worried. When she doesn’t show for the second day, or second week, Claudia knows that something is wrong. Monday wouldn’t just leave her to endure tests and bullies alone. Not after last year’s rumors and not with her grades on the line. Now Claudia needs her best—and only—friend more than ever. But Monday’s mother refuses to give Claudia a straight answer, and Monday’s sister April is even less help.As Claudia digs deeper into her friend’s disappearance, she discovers that no one seems to remember the last time they saw Monday. How can a teenage girl just vanish without anyone noticing that she’s gone?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1507310650i/36039602.jpg,"{Contemporary,Realistic Fiction,Banned Books,Mystery,Mental Health,Mystery Thriller,Young Adult,Thriller,Fiction,Audiobook}",2018-05-22,4.25
1481463330,All American Boys,"{Brendan Kiely,Jason Reynolds}","Rashad is absent again today.That’s the sidewalk graffiti that started it all…Well, no, actually, a lady tripping over Rashad at the store, making him drop a bag of chips, was what started it all. Because it didn’t matter what Rashad said next—that it was an accident, that he wasn’t stealing—the cop just kept pounding him. Over and over, pummeling him into the pavement. So then Rashad, an ROTC kid with mad art skills, was absent again…and again…stuck in a hospital room. Why? Because it looked like he was stealing. And he was a black kid in baggy clothes. So he must have been stealing.And that’s how it started.And that’s what Quinn, a white kid, saw. He saw his best friend’s older brother beating the daylights out of a classmate. At first Quinn doesn’t tell a soul…He’s not even sure he understands it. And does it matter? The whole thing was caught on camera, anyway. But when the school—and nation—start to divide on what happens, blame spreads like wildfire fed by ugly words like “racism” and “police brutality.” Quinn realizes he’s got to understand it, because, bystander or not, he’s a part of history. He just has to figure out what side of history that will be.Rashad and Quinn—one black, one white, both American—face the unspeakable truth that racism and prejudice didn’t die after the civil rights movement. There’s a future at stake, a future where no one else will have to be absent because of police brutality. They just have to risk everything to change the world.Cuz that’s how it can end.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1444506678i/25657130.jpg,"{Audiobook,Contemporary,Teen,Realistic Fiction,Social Justice,Race,School,Young Adult,Fiction,Banned Books}",2015-09-29,4.29
385755880,All the Bright Places,{Jennifer Niven},"The Fault in Our Stars meets Eleanor and Park in this exhilarating and heart-wrenching love story about a girl who learns to live from a boy who intends to die.Soon to be a major motion picture starring Elle Fanning! Theodore Finch is fascinated by death, and he constantly thinks of ways he might kill himself. But each time, something good, no matter how small, stops him. Violet Markey lives for the future, counting the days until graduation, when she can escape her Indiana town and her aching grief in the wake of her sister’s recent death. When Finch and Violet meet on the ledge of the bell tower at school, it’s unclear who saves whom. And when they pair up on a project to discover the “natural wonders” of their state, both Finch and Violet make more important discoveries: It’s only with Violet that Finch can be himself—a weird, funny, live-out-loud guy who’s not such a freak after all. And it’s only with Finch that Violet can forget to count away the days and start living them. But as Violet’s world grows, Finch’s begins to shrink. This is an intense, gripping novel perfect for fans of Jay Asher, Rainbow Rowell, John Green, Gayle Forman, and Jenny Downham from a talented new voice in YA, Jennifer Niven.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404331702i/18460392.jpg,"{Book Club,Contemporary,Realistic Fiction,Mental Illness,Young Adult Contemporary,Romance,Mental Health,Young Adult,Fiction,Audiobook}",2015-01-06,4.11
62852590,All the Things We Do in the Dark,{Saundra Mitchell},"Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell.Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul.But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her.Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1549907692i/43801602.jpg,"{Audiobook,Contemporary,Fantasy,Queer,LGBT,Mystery,Mystery Thriller,Young Adult,Thriller,Banned Books}",2019-10-29,3.52
689857721,America,{E.R. Frank},"Acclaimed author E.R. Frank writes provocative fiction. America, a foulmouthed, yet endearing 16-year-old, attempts suicide and is placed in the care of psychiatrists at Ridgeway mental hospital. There he learns to cope with a past filled with neglect and mistreatment with the help of Dr. B. Alternating between Americas present- day stay at the hospital and his past, living in the care of his older brothers, America is a stark exploration of the mind of an inner-city youth.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348729255i/346756.jpg,"{Contemporary,Teen,Mental Illness,Realistic Fiction,Abuse,Mental Health,Fostering,Young Adult,Fiction,Banned Books}",2003-08-01,3.95
9781848668201,Asking For It,{Louise O'Neill},"It's the beginning of the summer in a small town in Ireland. Emma O'Donovan is eighteen years old, beautiful, happy, confident. One night, there's a party. Everyone is there. All eyes are on Emma. The next morning, she wakes on the front porch of her house. She can't remember what happened, she doesn't know how she got there. She doesn't know why she's in pain. But everyone else does. Photographs taken at the party show, in explicit detail, what happened to Emma that night. But sometimes people don't want to believe what is right in front of them, especially when the truth concerns the town's heroes...",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445503799i/25255576.jpg,"{Contemporary,Abuse,Realistic Fiction,Feminism,Irish Literature,Young Adult Contemporary,Ireland,Mental Health,Young Adult,Fiction}",2015-09-03,4.0
316194689,Ask the Passengers,{A.S. King},"Astrid Jones desperately wants to confide in someone, but her mother's pushiness and her father's lack of interest tell her they're the last people she can trust. Instead, Astrid spends hours lying on the backyard picnic table watching airplanes fly overhead. She doesn't know the passengers inside, but they're the only people who won't judge her when she asks them her most personal questions--like what it means that she's falling in love with a girl.As her secret relationship becomes more intense and her friends demand answers, Astrid has nowhere left to turn. She can't share the truth with anyone except the people at thirty thousand feet, and they don't even know she's there. But little does Astrid know just how much even the tiniest connection will affect these strangers' lives--and her own--for the better.In this truly original portrayal of a girl struggling to break free of society's definitions, Printz Honor author A.S. King asks readers to question everything--and offers hope to those who will never stop seeking real love.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371850438i/13069935.jpg,"{Contemporary,Teen,Realistic Fiction,Queer,LGBT,Romance,Magical Realism,Lesbian,Young Adult,Fiction}",2012-10-23,3.84
1594489505,A Thousand Splendid Suns,{Khaled Hosseini},"Mariam is only fifteen when she is sent to Kabul to marry the troubled and bitter Rasheed, who is thirty years her senior. Nearly two decades later, in a climate of growing unrest, tragedy strikes fifteen-year-old Laila, who must leave her home and join Mariam's unhappy household. Laila and Mariam are to find consolation in each other, their friendship to grow as deep as the bond between sisters, as strong as the ties between mother and daughter. With the passing of time comes Taliban rule over Afghanistan, the streets of Kabul loud with the sound of gunfire and bombs, life a desperate struggle against starvation, brutality and fear, the women's endurance tested beyond their worst imaginings. Yet love can move people to act in unexpected ways, lead them to overcome the most daunting obstacles with a startling heroism. In the end it is love that triumphs over death and destruction. A Thousand Splendid Suns is a portrait of a wounded country and a story of family and friendship, of an unforgiving time, an unlikely bond, and an indestructible love.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655336738i/128029.jpg,"{Historical Fiction,Book Club,Contemporary,War,Classics,Historical,Novels,Adult,Literary Fiction,Fiction}",2007-01-01,4.45
9781789505061,As I Lay Dying,{William Faulkner},"One of William Faulkner's finest novels, As I Lay Dying was originally published in 1930, and remains a captivating and stylistically innovative work. The story revolves around a grim yet darkly humorous pilgrimage, as Addie Bundren's family sets out to fulfill her last wish: to be buried in her native Jefferson, Mississippi, far from the miserable backwater surroundings of her married life. Told through multiple voices, it vividly brings to life Faulkner's imaginary South, one of the great invented landscapes in all of literature, and is replete with the poignant, impoverished, violent, and hypnotically fascinating characters that were his trademark.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1643869209i/60296375.jpg,"{20th Century,Southern Gothic,Classics,Southern,Literature,American,School,Novels,Literary Fiction,Fiction}",2022-02-01,3.72
689878451,And Tango Makes Three,"{Henry Cole,Peter Parnell,Justin Richardson}","In the zoo there are all kinds of animal families. But Tango's family is not like any of the others.This illustrated children's book fictionalizes the true story of two male penguins who became partners and raised a penguin chick in the Central Park Zoo.At the penguin house at the Central Park Zoo, two penguins named Roy and Silo were a little bit different from the others. But their desire for a family was the same. And with the help of a kindly zookeeper, Roy and Silo got the chance to welcome a baby penguin of their very own!Justin Richardson, M.D. is the co-author of 'Everything You Never Wanted Your Kids to Know About Sex (But Were Afraid They'd Ask)' (2003). His advice to parents has been featured in the New York Times and on Today, 20/20, and NPR's Morning edition. Peter Parnell is a playwright whose most recent play, 'QED', was produced on Broadway. He was a co-producer of the television show 'The West Wing'. Henry Cole is an extremely versatile artist who has illustrated numerous picture books, including 'The Sissy Duckling' (2002) by Harvey Fierstein.Edition MSRP: $16⁹⁹ US / $19⁹⁹ CAN (ISBN 0-689-87845-1)Ages 4-8Manufactured in China",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348845313i/117997.jpg,"{Childrens,Realistic Fiction,Animals,Queer,Nonfiction,Picture Books,LGBT,Adoption,Family,Banned Books}",2005-06-01,4.35
1474967531,Ace of Spades,{Faridah Àbíké-Íyímídé},"An incendiary and utterly compelling thriller with a shocking twist that delves deep into the heart of institutionalized racism, from an exceptional new YA voice. Welcome to Niveus Private Academy, where money paves the hallways, and the students are never less than perfect. Until now. Because anonymous texter, Aces, is bringing two students' dark secrets to light. Talented musician Devon buries himself in rehearsals, but he can't escape the spotlight when his private photos go public. Head girl Chiamaka isn't afraid to get what she wants, but soon everyone will know the price she has paid for power. Someone is out to get them both. Someone who holds all the aces. And they're planning much more than a high-school game...",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1607008002i/42603984.jpg,"{Contemporary,Fiction,Queer,LGBT,Mystery,Mystery Thriller,Young Adult,Thriller,Dark Academia,Audiobook}",2021-06-10,4.14
752837508,A Child Called 'It': One Child's Courage to Survive,{Dave Pelzer},"As a child Dave Pelzer was brutally beaten and starved by his emotionally unstable, alcoholic mother, a mother who played tortuous, unpredictable games that left one of her sons nearly dead. She no longer considered him a son, but a slave; no longer a boy, but an 'it'. His bed was an old army cot in the basement, his clothes were torn and smelly, and when he was allowed the luxury of food it was scraps from the dogs' bowl. The outside world knew nothing of the nightmare played out behind closed doors.Dave dreamed of finding a family to love him and call him their son. It took years of struggle, deprivation and despair to find his dream and make something of himself in the world. A Child Called 'It' covers the early years of his life and is an affecting and inspirational memoir of one child's determination to survive.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388192897i/60749.jpg,"{Autobiography,Abuse,Nonfiction,Memoir,Psychology,True Story,Biography Memoir,Adult,True Crime,Biography}",2009-01-01,4.14
1442408928,Aristotle and Dante Discover the Secrets of the Universe,{Benjamin Alire Sáenz},"Dante can swim. Ari can't. Dante is articulate and self-assured. Ari has a hard time with words and suffers from self-doubt. Dante gets lost in poetry and art. Ari gets lost in thoughts of his older brother who is in prison. Dante is fair skinned. Ari's features are much darker. It seems that a boy like Dante, with his open and unique perspective on life, would be the last person to break down the walls that Ari has built around himself. But against all odds, when Ari and Dante meet, they develop a special bond that will teach them the most important truths of their lives, and help define the people they want to be. But there are big hurdles in their way, and only by believing in each other—and the power of their friendship—can Ari and Dante emerge stronger on the other side.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020.jpg,"{Book Club,Contemporary,Realistic Fiction,Queer,LGBT,Coming Of Age,Gay,Young Adult,Fiction,Audiobook}",2012-02-21,4.29
055358202X,A Feast for Crows,{George R.R. Martin},"Crows will fight over a dead man's flesh, and kill each other for his eyes.Bloodthirsty, treacherous and cunning, the Lannisters are in power on the Iron Throne in the name of the boy-king Tommen. The war in the Seven Kingdoms has burned itself out, but in its bitter aftermath new conflicts spark to life.The Martells of Dorne and the Starks of Winterfell seek vengeance for their dead. Euron Crow's Eye, as black a pirate as ever raised a sail, returns from the smoking ruins of Valyria to claim the Iron Isles. From the icy north, where Others threaten the Wall, apprentice Maester Samwell Tarly brings a mysterious babe in arms to the Citadel.Against a backdrop of incest and fratricide, alchemy and murder, victory will go to the men and women possessed of the coldest steel and the coldest hearts.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661026821i/13497.jpg,"{Dragons,Fiction,Adventure,Epic,High Fantasy,Adult,Fantasy,Science Fiction Fantasy,Epic Fantasy,Audiobook}",2011-01-01,4.17
60288140,"Angus, Thongs and Full-Frontal Snogging",{Louise Rennison},"There are six things very wrong with my life:1. I have one of those under-the-skin spots that will never come to a head but lurk in a red way for the next two years.2. It is on my nose3. I have a three-year-old sister who may have peed somewhere in my room.4. In fourteen days the summer hols will be over and then it will be back to Stalag 14 and Oberfuhrer Frau Simpson and her bunch of sadistic teachers.5. I am very ugly and need to go into an ugly home.6. I went to a party dressed as a stuffed olive.In this wildly funny journal of a year in the life of Georgia Nicolson, British author Louise Rennison has perfectly captured the soaring joys and bottomless angst of being a teenager. In the spirit of Bridget Jones's Diary, this fresh, irreverent, and simply hilarious book will leave you laughing out loud. As Georgia would say, it's ""Fabbity fab fab!""",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400533444i/402013.jpg,"{Childrens,Contemporary,Comedy,Teen,Realistic Fiction,Humor,Romance,Chick Lit,Young Adult,Fiction}",2000-05-31,3.76
1501193325,All Your Perfects,{Colleen Hoover},"Colleen Hoover delivers a tour de force novel about a troubled marriage and the one old forgotten promise that might be able to save it.Quinn and Graham’s perfect love is threatened by their imperfect marriage. The memories, mistakes, and secrets that they have built up over the years are now tearing them apart. The one thing that could save them might also be the very thing that pushes their marriage beyond the point of repair.All Your Perfects is a profound novel about a damaged couple whose potential future hinges on promises made in the past. This is a heartbreaking page-turner that asks: Can a resounding love with a perfect beginning survive a lifetime between two imperfect people?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531682842i/38926487.jpg,"{Contemporary,Second Chance,Contemporary Romance,Drama,New Adult,Romance,Chick Lit,Adult,Fiction,Audiobook}",2018-07-17,4.0
9783103972535,Anne Frank's Diary: The Graphic Adaptation,"{Ari Folman,Anne Frank,David Polonsky}","A timeless story rediscovered by each new generation, The Diary of a Young Girl stands without peer. For both young readers and adults it continues to capture the remarkable spirit of Anne Frank, who for a time survived the worst horror the modern world has seen—and who remained triumphantly and heartbreakingly human throughout her ordeal. Adapted by Ari Folman, illustrated by David Polonsky, and authorized by the Anne Frank Foundation in Basel, this is the first graphic edition of The Diary and includes extensive quotation directly from the definitive edition. It remains faithful to the original, while the stunning illustrations interpret and add layers of visual meaning and immediacy to this classic work of Holocaust literature.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523738103i/35794821.jpg,"{Holocaust,War,Classics,Nonfiction,Graphic Novels,Memoir,History,Comics,Historical,Biography}",2018-10-02,4.37
142158459X,"Assassination Classroom, Vol. 4",{Yusei Matsui},"English teacher Irina's assassination mentor makes an appearance and the two compete-using special agent Karasuma as their target. Another transfer student/would-be assassin joins the class, accompanied by a guardian who claims to be Koro Sensei's...little brother?! A tentacle showdown ensues, sending everyone into a tentacle tizzy. Then, the 3-E students face humiliation yet again during a school baseball exhibition match. Plus, more secrets of Koro Sensei's mysterious past revealed...!",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433436955i/25613576.jpg,"{Comedy,Young Adult,Fiction,Action,Science Fiction,Comics,Manga,Humor,Fantasy,Graphic Novels}",2015-06-02,4.29
385756208,Another Day,{David Levithan},"Every day is the same for Rhiannon. She has accepted her life, convinced herself that she deserves her distant, temperamental boyfriend, Justin, even established guidelines by which to live: Don’t be too needy. Avoid upsetting him. Never get your hopes up. Until the morning everything changes. Justin seems to see her, to want to be with her for the first time, and they share a perfect day—a perfect day Justin doesn’t remember the next morning. Confused, depressed, and desperate for another day as great as that one, Rhiannon starts questioning everything. Then, one day, a stranger tells her that the Justin she spent that day with, the one who made her feel like a real person…wasn’t Justin at all.In this enthralling companion to his New York Times bestseller Every Day, David Levithan tells Rhiannon’s side of the story as she seeks to discover the truth about love and how it can change you.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418831299i/18459855.jpg,"{Contemporary,Teen,Queer,LGBT,Romance,Magical Realism,Young Adult,Fantasy,Fiction,Audiobook}",2015-08-25,3.58
9781538459294,"A Separate Peace",{John Knowles},Excellent Book,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1697891418i/123637487.jpg,"{Historical Fiction,Classics,Coming Of Age,Literature,Read For School,School,High School,Young Adult,Fiction,Dark Academia}",2003-01-01,3.6
1421581515,"Assassination Classroom, Vol. 1",{Yusei Matsui},"Meet the would-be assassins of class 3-E: Sugino, who let his grades slip and got kicked off the baseball team. Karma, who's doing well in his classes but keeps getting suspended for fighting. And Okuda, who lacks both academic and social skills, yet excels at one subject: chemistry. Who has the best chance of winning that reward? Will the deed be accomplished through pity, brute force or poison...? And what chance does their teacher have of repairing his students' tattered self-esteem?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1721863770i/23657575.jpg,"{Fiction,Humor,Action,Shonen,Science Fiction,Comics,Manga,Young Adult,Fantasy,Graphic Novels}",2014-12-02,4.4
